N,Gp,mu,R(J/(K*g)),tau,g(m/s^2),beta,Betav1,Betav2,Betav3,T_irr(K),P_H(Pa),Gv1,Gv2,Gv3,Gamma1,Gamma2,sigma,P(Pa),Kappa(m^2/kg),T(K),rho,pkpt,pkpr,J1(W/m^2),J2(W/m^2),H1(W/m^2),H2(W/m^2),C1,C3,GAMMA_0
  50,0.132E+02,.57735E+00,  3522.881, 0.453E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.210E-02,0.420E+04,0.214E-03,.10085E+04,0.118E-02,  20.43651,  -0.01974,    0.1471374284E+05,    0.6041701410E+04,    0.3321716970E+04,    0.3464346344E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1721642640E+06
  51,0.132E+02,.57735E+00,  3522.881, 0.529E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.238E-02,0.476E+04,0.218E-03,.10265E+04,0.132E-02,  19.89612,  -0.01915,    0.1588839358E+05,    0.6055090565E+04,    0.3251793038E+04,    0.3468257552E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1519459829E+06
  52,0.132E+02,.57735E+00,  3522.881, 0.617E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.269E-02,0.538E+04,0.223E-03,.10457E+04,0.146E-02,  19.32498,  -0.01853,    0.1721467143E+05,    0.6070576604E+04,    0.3172857996E+04,    0.3472448671E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1343772215E+06
  53,0.132E+02,.57735E+00,  3522.881, 0.719E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.304E-02,0.609E+04,0.228E-03,.10662E+04,0.162E-02,  18.72519,  -0.01787,    0.1870849806E+05,    0.6088509419E+04,    0.3083968839E+04,    0.3476869752E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1190870719E+06
  54,0.132E+02,.57735E+00,  3522.881, 0.837E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.344E-02,0.689E+04,0.233E-03,.10879E+04,0.180E-02,  18.09895,  -0.01719,    0.2038745444E+05,    0.6109319096E+04,    0.2984084289E+04,    0.3481438811E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1057566519E+06
  55,0.132E+02,.57735E+00,  3522.881, 0.974E-01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.389E-02,0.779E+04,0.240E-03,.11107E+04,0.199E-02,  17.44848,  -0.01648,    0.2227090424E+05,    0.6133540797E+04,    0.2872057007E+04,    0.3486027804E+04,    0.9338479569E+05,    0.2123964268E+06,    0.9411542495E+05
  56,0.132E+02,.57735E+00,  3522.881, 0.113E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.441E-02,0.881E+04,0.248E-03,.11348E+04,0.220E-02,  16.77603,  -0.01575,    0.2437997628E+05,    0.6161848251E+04,    0.2746633656E+04,    0.3490441842E+04,    0.9338479569E+05,    0.2123964268E+06,    0.8393772010E+05
  57,0.132E+02,.57735E+00,  3522.881, 0.132E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.498E-02,0.997E+04,0.257E-03,.11599E+04,0.244E-02,  16.08384,  -0.01499,    0.2673723638E+05,    0.6195098622E+04,    0.2606472459E+04,    0.3494388161E+04,    0.9338479569E+05,    0.2123964268E+06,    0.7503969833E+05
  58,0.132E+02,.57735E+00,  3522.881, 0.154E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.564E-02,0.113E+05,0.268E-03,.11862E+04,0.270E-02,  15.37428,  -0.01421,    0.2936574041E+05,    0.6234391726E+04,    0.2450195705E+04,    0.3497429832E+04,    0.9338479569E+05,    0.2123964268E+06,    0.6727671641E+05
  59,0.132E+02,.57735E+00,  3522.881, 0.181E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.638E-02,0.128E+05,0.282E-03,.12134E+04,0.298E-02,  14.65002,  -0.01340,    0.3228695226E+05,    0.6281145913E+04,    0.2276506342E+04,    0.3498917386E+04,    0.9338479569E+05,    0.2123964268E+06,    0.6054053356E+05
  60,0.132E+02,.57735E+00,  3522.881, 0.212E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.721E-02,0.144E+05,0.298E-03,.12416E+04,0.330E-02,  13.91438,  -0.01259,    0.3551674537E+05,    0.6337190375E+04,    0.2084412374E+04,    0.3497890441E+04,    0.9338479569E+05,    0.2123964268E+06,    0.5475503542E+05
  61,0.132E+02,.57735E+00,  3522.881, 0.250E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.816E-02,0.163E+05,0.319E-03,.12704E+04,0.365E-02,  13.17183,  -0.01175,    0.3905849036E+05,    0.6404867314E+04,    0.1873613788E+04,    0.3492943076E+04,    0.9338479569E+05,    0.2123964268E+06,    0.4986820093E+05
  62,0.132E+02,.57735E+00,  3522.881, 0.297E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.923E-02,0.185E+05,0.343E-03,.12995E+04,0.403E-02,  12.42876,  -0.01091,    0.4289236170E+05,    0.6487125381E+04,    0.1645096897E+04,    0.3482055793E+04,    0.9338479569E+05,    0.2123964268E+06,    0.4583748212E+05
  63,0.132E+02,.57735E+00,  3522.881, 0.354E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.104E-01,0.209E+05,0.372E-03,.13283E+04,0.446E-02,  11.69433,  -0.01007,    0.4696105267E+05,    0.6587567464E+04,    0.1401917164E+04,    0.3462419887E+04,    0.9338479569E+05,    0.2123964268E+06,    0.4260702771E+05
  64,0.132E+02,.57735E+00,  3522.881, 0.424E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.118E-01,0.236E+05,0.405E-03,.13562E+04,0.494E-02,  10.98134,  -0.00924,    0.5115475001E+05,    0.6710396279E+04,    0.1149997660E+04,    0.3430321584E+04,    0.9338479569E+05,    0.2123964268E+06,    0.4008006590E+05
  65,0.132E+02,.57735E+00,  3522.881, 0.511E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.134E-01,0.267E+05,0.442E-03,.13821E+04,0.549E-02,  10.30654,  -0.00844,    0.5530237382E+05,    0.6860195420E+04,    0.8985401887E+03,    0.3381203513E+04,    0.9338479569E+05,    0.2123964268E+06,    0.3809784279E+05
  66,0.132E+02,.57735E+00,  3522.881, 0.618E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.151E-01,0.302E+05,0.482E-03,.14051E+04,0.611E-02,   9.69006,  -0.00769,    0.5917931206E+05,    0.7041513545E+04,    0.6594900424E+03,    0.3310041080E+04,    0.9338479569E+05,    0.2123964268E+06,    0.3644160987E+05
  67,0.132E+02,.57735E+00,  3522.881, 0.749E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.171E-01,0.342E+05,0.522E-03,.14240E+04,0.682E-02,   9.15315,  -0.00700,    0.6253931583E+05,    0.7258294657E+04,    0.4456938966E+03,    0.3212102260E+04,    0.9338479569E+05,    0.2123964268E+06,    0.3486679099E+05
  68,0.132E+02,.57735E+00,  3522.881, 0.908E+00,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.193E-01,0.387E+05,0.563E-03,.14383E+04,0.764E-02,   8.71474,  -0.00641,    0.6516695277E+05,    0.7513288636E+04,    0.2680815828E+03,    0.3083982484E+04,    0.9338479569E+05,    0.2123964268E+06,    0.3315827960E+05
  69,0.132E+02,.57735E+00,  3522.881, 0.110E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.219E-01,0.438E+05,0.602E-03,.14475E+04,0.858E-02,   8.38736,  -0.00592,    0.6693264155E+05,    0.7807621196E+04,    0.1330024720E+03,    0.2924611434E+04,    0.9338479569E+05,    0.2123964268E+06,    0.3117905854E+05
  70,0.132E+02,.57735E+00,  3522.881, 0.133E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.248E-01,0.495E+05,0.639E-03,.14520E+04,0.968E-02,   8.17403,  -0.00553,    0.6782732190E+05,    0.8140660087E+04,    0.4099703795E+02,    0.2735871922E+04,    0.9338479569E+05,    0.2123964268E+06,    0.2888828487E+05
  71,0.132E+02,.57735E+00,  3522.881, 0.161E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.280E-01,0.560E+05,0.675E-03,.14524E+04,0.109E-01,   8.06706,  -0.00523,    0.6796448477E+05,    0.8510207500E+04,   -0.1252284295E+02,    0.2522616749E+04,    0.9338479569E+05,    0.2123964268E+06,    0.2632650643E+05
  72,0.132E+02,.57735E+00,  3522.881, 0.194E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.317E-01,0.634E+05,0.710E-03,.14500E+04,0.124E-01,   8.04874,  -0.00502,    0.6755471139E+05,    0.8912941648E+04,   -0.3533700654E+02,    0.2292104095E+04,    0.9338479569E+05,    0.2123964268E+06,    0.2358513897E+05
  73,0.132E+02,.57735E+00,  3522.881, 0.233E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.358E-01,0.717E+05,0.747E-03,.14461E+04,0.141E-01,   8.09332,  -0.00485,    0.6686722751E+05,    0.9344970393E+04,   -0.3637455646E+02,    0.2053020823E+04,    0.9338479569E+05,    0.2123964268E+06,    0.2078026326E+05
  74,0.132E+02,.57735E+00,  3522.881, 0.280E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.405E-01,0.811E+05,0.786E-03,.14424E+04,0.160E-01,   8.16937,  -0.00470,    0.6618916908E+05,    0.9802347494E+04,   -0.2431513335E+02,    0.1814267473E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1803857660E+05
  75,0.132E+02,.57735E+00,  3522.881, 0.336E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.459E-01,0.917E+05,0.829E-03,.14401E+04,0.181E-01,   8.24288,  -0.00453,    0.6578425700E+05,    0.1028140721E+05,   -0.6825190979E+01,    0.1583636024E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1548789936E+05
  76,0.132E+02,.57735E+00,  3522.881, 0.402E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.519E-01,0.104E+06,0.876E-03,.14404E+04,0.204E-01,   8.28152,  -0.00431,    0.6584979665E+05,    0.1077876528E+05,    0.9987416181E+01,    0.1366567908E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1323946759E+05
  77,0.132E+02,.57735E+00,  3522.881, 0.483E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.587E-01,0.117E+06,0.930E-03,.14438E+04,0.231E-01,   8.26074,  -0.00401,    0.6647833738E+05,    0.1129081879E+05,    0.2213056668E+02,    0.1165372644E+04,    0.9338479569E+05,    0.2123964268E+06,    0.1136072805E+05
  78,0.132E+02,.57735E+00,  3522.881, 0.579E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.664E-01,0.133E+06,0.989E-03,.14501E+04,0.260E-01,   8.16975,  -0.00362,    0.6764026983E+05,    0.1181263583E+05,    0.2806922733E+02,    0.9794236205E+03,    0.9338479569E+05,    0.2123964268E+06,    0.9855374292E+04
  79,0.132E+02,.57735E+00,  3522.881, 0.695E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.751E-01,0.150E+06,0.105E-02,.14584E+04,0.292E-01,   8.01429,  -0.00314,    0.6920204108E+05,    0.1233640013E+05,    0.2844804262E+02,    0.8065799159E+03,    0.9338479569E+05,    0.2123964268E+06,    0.8669432494E+04
  80,0.132E+02,.57735E+00,  3522.881, 0.835E+01,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.849E-01,0.170E+06,0.112E-02,.14677E+04,0.329E-01,   7.81328,  -0.00260,    0.7097592122E+05,    0.1285007017E+05,    0.2514985747E+02,    0.6453265154E+03,    0.9338479569E+05,    0.2123964268E+06,    0.7721605216E+04
  81,0.132E+02,.57735E+00,  3522.881, 0.100E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.961E-01,0.192E+06,0.120E-02,.14770E+04,0.369E-01,   7.59103,  -0.00201,    0.7277584901E+05,    0.1333726706E+05,    0.2018189392E+02,    0.4964347093E+03,    0.9338479569E+05,    0.2123964268E+06,    0.6935946962E+04
  82,0.132E+02,.57735E+00,  3522.881, 0.121E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.109E+00,0.217E+06,0.128E-02,.14855E+04,0.415E-01,   7.36964,  -0.00139,    0.7445275424E+05,    0.1377912324E+05,    0.1499008571E+02,    0.3631123359E+03,    0.9338479569E+05,    0.2123964268E+06,    0.6257855946E+04
  83,0.132E+02,.57735E+00,  3522.881, 0.146E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.123E+00,0.246E+06,0.137E-02,.14927E+04,0.468E-01,   7.16507,  -0.00077,    0.7590415249E+05,    0.1415790841E+05,    0.1036473965E+02,    0.2496456195E+03,    0.9338479569E+05,    0.2123964268E+06,    0.5652997485E+04
  84,0.132E+02,.57735E+00,  3522.881, 0.175E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.139E+00,0.278E+06,0.146E-02,.14984E+04,0.527E-01,   6.98692,  -0.00014,    0.7707196933E+05,    0.1446131236E+05,    0.6648339610E+01,    0.1594580483E+03,    0.9338479569E+05,    0.2123964268E+06,    0.5100364323E+04
  85,0.132E+02,.57735E+00,  3522.881, 0.211E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.157E+00,0.315E+06,0.155E-02,.15026E+04,0.594E-01,   6.83956,   0.00049,    0.7794066301E+05,    0.1468584570E+05,    0.3929014064E+01,    0.9359130938E+02,    0.9338479569E+05,    0.2123964268E+06,    0.4587547052E+04
  86,0.132E+02,.57735E+00,  3522.881, 0.254E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.178E+00,0.356E+06,0.165E-02,.15055E+04,0.671E-01,   6.72299,   0.00113,    0.7853496152E+05,    0.1483797977E+05,    0.2135017639E+01,    0.5014749266E+02,    0.9338479569E+05,    0.2123964268E+06,    0.4108773214E+04
  87,0.132E+02,.57735E+00,  3522.881, 0.306E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.201E+00,0.403E+06,0.176E-02,.15073E+04,0.758E-01,   6.63342,   0.00177,    0.7891116777E+05,    0.1493234162E+05,    0.1087515554E+01,    0.2478139582E+02,    0.9338479569E+05,    0.2123964268E+06,    0.3663382544E+04
  88,0.132E+02,.57735E+00,  3522.881, 0.369E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.228E+00,0.455E+06,0.187E-02,.15084E+04,0.857E-01,   6.56426,   0.00243,    0.7914068649E+05,    0.1498747759E+05,    0.5588581680E+00,    0.1197954682E+02,    0.9338479569E+05,    0.2123964268E+06,    0.3253520071E+04
  89,0.132E+02,.57735E+00,  3522.881, 0.444E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.258E+00,0.515E+06,0.199E-02,.15091E+04,0.969E-01,   6.50775,   0.00312,    0.7929124990E+05,    0.1502094231E+05,    0.3347825320E+00,    0.6553381451E+01,    0.9338479569E+05,    0.2123964268E+06,    0.2881487712E+04
  90,0.132E+02,.57735E+00,  3522.881, 0.535E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.291E+00,0.583E+06,0.212E-02,.15097E+04,0.110E+00,   6.45674,   0.00385,    0.7941379974E+05,    0.1504585947E+05,    0.2577343592E+00,    0.4687600172E+01,    0.9338479569E+05,    0.2123964268E+06,    0.2547869078E+04
  91,0.132E+02,.57735E+00,  3522.881, 0.644E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.330E+00,0.659E+06,0.226E-02,.15103E+04,0.124E+00,   6.40585,   0.00463,    0.7953946651E+05,    0.1507012363E+05,    0.2371197399E+00,    0.4188401173E+01,    0.9338479569E+05,    0.2123964268E+06,    0.2251094877E+04
  92,0.132E+02,.57735E+00,  3522.881, 0.776E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.373E+00,0.746E+06,0.241E-02,.15110E+04,0.140E+00,   6.35178,   0.00546,    0.7968465909E+05,    0.1509772302E+05,    0.2330372965E+00,    0.4089541639E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1988134842E+04
  93,0.132E+02,.57735E+00,  3522.881, 0.936E+02,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.422E+00,0.844E+06,0.257E-02,.15118E+04,0.158E+00,   6.29271,   0.00635,    0.7985848070E+05,    0.1513066917E+05,    0.2324736740E+00,    0.4075893084E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1755450252E+04
  94,0.132E+02,.57735E+00,  3522.881, 0.113E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.477E+00,0.954E+06,0.274E-02,.15128E+04,0.179E+00,   6.22755,   0.00731,    0.8006806696E+05,    0.1517038028E+05,    0.2324231832E+00,    0.4074670410E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1549606822E+04
  95,0.132E+02,.57735E+00,  3522.881, 0.136E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.540E+00,0.108E+07,0.293E-02,.15140E+04,0.202E+00,   6.15543,   0.00833,    0.8032109391E+05,    0.1521832099E+05,    0.2324204907E+00,    0.4074605209E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1367496121E+04
  96,0.132E+02,.57735E+00,  3522.881, 0.164E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.611E+00,0.122E+07,0.313E-02,.15154E+04,0.229E+00,   6.07542,   0.00943,    0.8062670500E+05,    0.1527622468E+05,    0.2324204137E+00,    0.4074603344E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1206359539E+04
  97,0.132E+02,.57735E+00,  3522.881, 0.198E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.691E+00,0.138E+07,0.334E-02,.15172E+04,0.258E+00,   5.98647,   0.01061,    0.8099596674E+05,    0.1534618817E+05,    0.2324204127E+00,    0.4074603319E+01,    0.9338479569E+05,    0.2123964268E+06,    0.1063757946E+04
  98,0.132E+02,.57735E+00,  3522.881, 0.239E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.781E+00,0.156E+07,0.357E-02,.15193E+04,0.292E+00,   5.88735,   0.01187,    0.8144229515E+05,    0.1543075336E+05,    0.2324204127E+00,    0.4074603319E+01,    0.9338479569E+05,    0.2123964268E+06,    0.9375358765E+03
  99,0.132E+02,.57735E+00,  3522.881, 0.288E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.884E+00,0.177E+07,0.381E-02,.15218E+04,0.330E+00,   5.77667,   0.01322,    0.8198196042E+05,    0.1553300296E+05,    0.2324204127E+00,    0.4074603319E+01,    0.9338479569E+05,    0.2123964268E+06,    0.8257890200E+03
 100,0.132E+02,.57735E+00,  3522.881, 0.348E+03,15.814,0.840,   0.33333,   0.33333,   0.33333,1289.4,0.200E+07,   1.77852,   0.48778,   0.08884,  15.64451,   0.16908,0.100E+01,0.200E+07,0.408E-02,.15248E+04,0.372E+00,   5.65277,   0.01467,    0.8263470096E+05,    0.1565667676E+05,    0.2324204127E+00,    0.4074603319E+01,    0.9338479569E+05,    0.2123964268E+06,    0.7523623696E+03
